"Progress","Duration..in.seconds.","Finished","UserLanguage","I2_1","I2_2","E3","E4","Cnos","Cnos_3_TEXT","Calto.","Calto._3_TEXT","Cbajo","Cbajo_3_TEXT","Tnos.","Tnos._3_TEXT","Talto.","Talto._3_TEXT","Tbajo","Tbajo_3_TEXT","P0_time_First.Click","P0_time_Last.Click","P0_time_Page.Submit","P0_time_Click.Count","Cnos_deu_fac.","Cnos_deu_fac._4_TEXT","Cdeu_fac.","Cdeu_fac._4_TEXT","Tnos_deu_fac.","Tnos_deu_fac._4_TEXT","Tdeu_fac.","Tdeu_fac._4_TEXT","Cnos_deu.","Cnos_deu._4_TEXT","Calto_deu","Calto_deu_4_TEXT","Cbajo_deu.","Cbajo_deu._4_TEXT","Tnos_deu.","Tnos_deu._4_TEXT","Talto_deu","Talto_deu_4_TEXT","Tbajo_deu.","Tbajo_deu._4_TEXT","Cnos_deu_min.","Cnos_deu_min._4_TEXT","Calto_deu_min","Calto_deu_min_4_TEXT","Cbajo_deu_min.","Cbajo_deu_min._4_TEXT","Tnos_deu_min.","Tnos_deu_min._4_TEXT","Talto_deu_min","Talto_deu_min_4_TEXT","Tbajo_deu_min.","Tbajo_deu_min._4_TEXT","Cnos_deu.min.","Cnos_deu.min._4_TEXT","Calto_deu.min","Calto_deu.min_4_TEXT","Cbajo_deu.min.","Cbajo_deu.min._4_TEXT","Tnos_deu.min.","Tnos_deu.min._4_TEXT","Talto_deu.min.","Talto_deu.min._4_TEXT","Tbajo_deu.min.","Tbajo_deu.min._4_TEXT","Cnos_int_fac.","Cnos_int_fac._4_TEXT","Cint_fac.","Cint_fac._4_TEXT","Tnos_int_fac.","Tnos_int_fac._4_TEXT","Tint_fac.","Tint_fac._4_TEXT","Cnos_int.","Cnos_int._20_TEXT","Calto_int","Calto_int_20_TEXT","Cbajo_int.","Cbajo_int._20_TEXT","Tnos_int.","Tnos_int._20_TEXT","Talto_int","Talto_int_20_TEXT","Tbajo_int.","Tbajo_int._20_TEXT","Cnos_int_min.","Cnos_int_min._4_TEXT","Calto_int_min","Calto_int_min_4_TEXT","Cbajo_int_min.","Cbajo_int_min._4_TEXT","Tnos_int_min.","Tnos_int_min._4_TEXT","Talto_int_min","Talto_int_min_4_TEXT","Tbajo_int_min.","Tbajo_int_min._4_TEXT","Cnos_int.min.","Cnos_int.min._4_TEXT","Calto_int.min","Calto_int.min_4_TEXT","Cbajo_int.min.","Cbajo_int.min._4_TEXT","Tnos_int.min.","Tnos_int.min._4_TEXT","Talto_int.min.","Talto_int.min._4_TEXT","Tbajo_int.min.","Tbajo_int.min._4_TEXT","P1_time._First.Click","P1_time._Last.Click","P1_time._Page.Submit","P1_time._Click.Count","TC1._1","TC1._2","TC1._3","TC1._4","TC1._5","TC1._6","TC2.","TC2._8_TEXT","LF1.","LF2.","LF3.","PS1._1","PS1._2","DS1.","C1.","C1._10_TEXT","C2.","C3.","PA1","ticket","treat","fac","min","saldo","s","g","int","deuda","int2","deuda2","pago"
"100","588","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace más de un mes, pero menos de 6 meses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,"5.445","11.93","12.677","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.095","36.646","37.109","13","A veces3","Casi siempre4","A veces3","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","2","5","Compra en la tienda","Trabajador/a independiente",NA,"De $1.000.001 a $1.500.000","Título universitario o técnico","Me di cuenta que es mejor pagar un monto más alto que el monto mínimo porque al siguiente mes pagarás menos interés","33215b876bccd942_194fcf79a1c3965a_d9dc9324856330af_a62236844a672ce28f017359f8bf12bc","Tint",282026,42304,"211520","2","3","9194","291220","39173","321199","0"
"100","326","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","150000",NA,NA,NA,NA,"8.587","19.347","20.44","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",282026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.381","14.557","22.985","3","Casi siempre4","Siempre5","Nunca1","A veces3","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","Nada
1
","Nada
1
","Compra en la tienda que está más lejos","Empleado/a",NA,"De $1.000.001 a $1.500.000","Algún estudio universitario o técnico (incompleto)","la realidad es que no acepto prestamos bancarios y solo me endeudo en cuotas sostenibles y pagadas responsablemente","bf3051bffab797c2_194fcf79a1c3965a_044bf447a47bf724_b925c0794d1d2ab058fada747f62483d","Tint",282026,42304,"1000000","1","4","4304","136330","31838","163864","150000"
"100","847","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","200000",NA,NA,NA,NA,NA,NA,"24.515","46.847","48.161","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.116","74.805","76.583","6","Siempre5","Casi nunca2","Nunca1","Nunca1","A veces3","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Buscando trabajo",NA,"Menos de $250.000","Educación media completa","Cuánto dinero tengo","a5cb0d4d8c456625_194fcf79a1c3965a_540c2c8ac4650798_69329f98826003a82377eee012ef76c9","Cdeu",282026,42304,"211520","2","5","2674","84700","29393","111419","200000"
"100","449","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,"Pago mínimo",NA,NA,NA,NA,NA,NA,NA,"13.605","28.001","28.986","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.677","21.866","22.305","4","A veces3","Casi nunca2","Casi nunca2","Nunca1","Nunca1","A veces3","De forma automática pagando el monto total",NA,"Falso","No estoy seguro/a","$ 12.000","2","6","Compra en la tienda","Trabajador/a independiente",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Consideró la tasa de interrs","26a7a2f49541598d_194fcf79a1c3965a_044bf447a47bf724_a24e995faedeac0fa4a7053fd8658ba8","Cint",282026,42304,"211520","2","5","9194","291220","39173","321199","0"
"100","368","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","211520",NA,NA,NA,NA,NA,NA,"4.629","16.828","18.15","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.782","37.559","39.128","8","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","No estoy seguro/a","$ 12.000","2","5","Compra en la tienda","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Soy una persona muy ordenada, no me gusta deber dinero a nadie, me asusta la idea de deberle aún más a un banco, me gusta tener mis finanzas claras aunque recién estoy aprendiendo de como manejarlas.","640fbf0ff8dbb38c_194fcf79a1c3965a_bbd4792453d0a6cd_3b0fc45e421814bc4b0e3d51cd23b1f5","Cdeu",282026,42304,"211520","2","3","2298","72804","28830","99336","211520"
"100","334","True","ES","Sí","Sí","No estoy seguro/a si he usado tarjeta de crédito","Hace más de un año",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"158476381259d084_194fcf79a1c3965a_044bf447a47bf724_72d3d0102d82b4a4ec9a05bc0177c495",NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA
"100","227","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"7.202","16.402","17.101","5",NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.401","6.669","7.103","3","A veces3","Casi nunca2","Casi siempre4","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","Valdrían lo mismo","$ 12.000","3","3","Compra en la tienda que está más lejos","Empleado/a",NA,"De $1.500.001 a $2.000.000","Título universitario o técnico","para no deber nada el mes siguiente ","6b1547dfa1c59bc5_194fcf79a1c3965a_044bf447a47bf724_c823efad5ca8297c780fcbe6843391fb","Tdeu",282026,42304,"1000000","2","6","9194","291220","39173","321199","0"
"100","301","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"4.752","4.752","8.509","1",NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.516","16.516","18.44","1","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$120.000 recibidos en dos años más (a partir de hoy)","No estoy seguro","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Trabajador/a independiente",NA,"De $500.001 a $1.000.000","Título universitario o técnico","en el ingreso mensual y mi capacidad económica de poder mantener esos gastos","9246b150d5d58927_194fcf79a1c3965a_bbd4792453d0a6cd_61b53bf787b3b05bb30a1a0526c83630","Tdeu",282026,42304,"1000000","2","4","9194","291220","39173","321199","0"
"100","531","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace más de 6 meses, pero menos de un año",NA,NA,NA,NA,"Otro monto:","200000",NA,NA,NA,NA,NA,NA,"10.309","10.309","17.181","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.452","26.845","27.492","3","Casi nunca2","Nunca1","Nunca1","A veces3","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","No estoy seguro/a","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda","Dedicado/a a labores del hogar",NA,"Menos de $250.000","Educación media completa","El dinero ","964f1adbd47207a1_194fcf79a1c3965a_044bf447a47bf724_27a7d9bada3d6048eea87342cc78f6f5","Cint",282026,42304,"211520","2","5","2674","84700","29393","111419","200000"
"100","705","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","60000",NA,NA,NA,NA,"8.255","9.803","23.857","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.21","19.997","21.756","4","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Verdadero","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","Mucho
7
","4","Compra en la tienda que está más lejos","Empleado/a",NA,"Menos de $250.000","Título universitario o técnico","Siempre pagar lo que corresponde porque después el monte de acumula y se te junta todo ","25135fa6a90f07c7_194fcf79a1c3965a_d6a066a5b6c9f294_aa1a696839c9740a330f69f901f28765","Tint",282026,42304,"1000000","1","5","7238","229264","36239","258265","60000"
"100","1593","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"6.674","6.674","11.565","1",NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","7.578","0","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","4","6","Compra en la tienda que está más lejos","Empleado/a",NA,"De $1.000.001 a $1.500.000","Título universitario o técnico","NO PAGAR INTERESES A LA DEUDA","841c6d125fc4fc2a_194fcf79a1c3965a_d9dc9324856330af_e14e0da5535ffff53920024185c0c09c","Tdeu",282026,42304,"1000000","1","2","9194","291220","39173","321199","0"
"100","349","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","100000",NA,NA,NA,NA,NA,NA,"5.656","24.41","30.784","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.65","29","30.169","9","Casi nunca2","Casi siempre4","Casi nunca2","Casi siempre4","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Empleado/a",NA,"De $1.500.001 a $2.000.000","Estudios de Postgrado","Alternativas propiestas","13a86f4c083d2947_194fcf79a1c3965a_429f2c86aa9c6c40_1b1400fb953e01ba68d16ddeeadc73f6","Cdeu",282026,42304,"211520","1","3","5934","187960","34283","216309","100000"
"100","325","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"9.42","9.42","11.497","1",NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","12.746","0","Casi siempre4","Siempre5","Casi nunca2","Nunca1","Nunca1","A veces3","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","4","4","Compra en la tienda","Buscando trabajo",NA,"Menos de $250.000","Título universitario o técnico","No atrasarme con los pagos para no pagar interés","4b2a7d81cc0d6241_194fcf79a1c3965a_7691092b9c15a4bb_9db544f1277b173bbb3e83c641a920cc","Tdeu",282026,42304,"1000000","2","5","9194","291220","39173","321199","0"
"100","433","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","211520",NA,NA,NA,NA,NA,NA,"18.371","18.371","29.097","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",211520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","28.745","0","Siempre5","Casi nunca2","Casi nunca2","Casi nunca2","A veces3","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","2","2","Compra en la tienda","Trabajador/a independiente",NA,"De $2.000.001 a $3.000.001","Estudios de Postgrado","intereses cobrados","a25942cb21c51215_194fcf79a1c3965a_cd8c9f33f08fb7c8_63baa412656878bd099b24283597a1d5","Cint",282026,42304,"211520","1","2","2298","72804","28830","99336","211520"
"100","360","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace más de un mes, pero menos de 6 meses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,"13.158","13.158","16.461","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","20.404","0","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","Valdrían lo mismo","$ 12.000","3","6","Compra en la tienda","Trabajador/a independiente",NA,"De $250.000 a $500.000","Título universitario o técnico","consideré la plata disponible en la cuenta para poder hacer el pago de la tarjeta de crédito, sin quedarme sin dinero para el resto del mes","c4d9870a0f6818d4_194fcf79a1c3965a_bbd4792453d0a6cd_baa29b01712a3c1d710584f1f4fef26f","Tint",282026,42304,"211520","2","5","9194","291220","39173","321199","0"
"100","336","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de un mes, pero menos de 6 meses",NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","150000",NA,NA,NA,NA,"14.024","26.647","27.175","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.516","28.526","29.072","14","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Verdadero","Valdrían lo mismo","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Los intereses de los bancos son excesivos, por eso tratar de pagar a tiempo ","43931b3355755f7c_194fcf79a1c3965a_044bf447a47bf724_3a1709d0d1f279ae88a8bf5958702260","Tdeu",282026,42304,"1000000","2","5","4304","136330","31838","163864","150000"
"100","360","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes","Otro monto:","282026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.591","13.765","22.265","3",NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",282026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.799","33.425","43.199","10","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Verdadero","$120.000 recibidos en dos años más (a partir de hoy)","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Pensionado/a",NA,"De $500.001 a $1.000.000","Algún estudio universitario o técnico (incompleto)","Siempre pago el total ","368fcb0d0951b93f_194fcf79a1c3965a_22d484055f57111a_470794518cea13be3a5f5b2a7a9c999c","Cdeu",282026,42304,"1000000","2","4","0","0","25382","25382","282026"
